id_oblig,id_cli,cod_prod,vr_aprobado,vr_desembolsado,sdo_capital,vr_cuota,fec_desembolso,fec_venc,dias_mora_act,num_cuotas_pend,calif_riesgo
9423,7026,P021,8950158,49301938.23887834,19447556.96122582,487500,2024-01-07,2024-09-07,10,35,D
9424,5999,P025,49421369,27552479.503977336,43053464.67503452,422557,2024-02-02,2024-11-30,60,32,C
9425,7699,P042,28797705,43307324.01199493,21470444.95042385,426235,2024-02-18,2024-11-28,30,33,D
9426,8219,,14050168,34113327.589219436,41502915.05232902,188831,2024-05-04,2024-06-22,120,7,A
9427,6724,P049,2633618,42788186.85345847,6066060.763525289,988038,2024-02-12,2024-11-11,30,44,E
9428,649,P025,24307258,24311712.87332561,27422355.245397914,913176,2024-05-27,2024-11-09,120,43,E
9429,7035,P033,17165670,49969518.86540185,35601878.69618577,420215,2024-08-28,2024-05-03,0,25,A
9430,4336,P002,29827083,30900800.838038895,34092552.298858985,902759,2024-10-08,2024-09-19,60,38,C
9431,1160,P049,48136166,27074410.407082073,2054072.660501439,323312,2024-04-12,2024-03-13,10,14,A
9432,6457,P049,17889713,10215720.715589145,15226424.952093067,614453,2024-07-19,2024-08-15,0,46,B
9433,1589,P002,41141349,40641610.930071324,40638112.99363161,681994,2024-08-02,2024-09-13,120,42,D
9434,8410,P047,15517499,11977607.95597112,11746801.905877877,157159,2024-09-05,2024-07-28,0,42,
9435,5614,P024,46854990,40166855.68022195,46316463.57578983,608371,2024-06-27,2024-08-11,120,22,A
9436,9071,P011,3795667,32321160.899617452,10761581.991333723,406065,2024-08-12,2024-02-29,10,41,D
9437,8714,P002,7601158,32684436.4032265,18601261.430458497,879328,2024-03-22,2024-09-17,60,13,A
9438,1086,P033,45104424,11226935.940885896,33337423.180734456,899447,2024-07-20,2024-02-20,120,4,
9439,7916,P049,33360268,42902715.84100914,28269180.07251431,779868,2024-12-14,2024-11-29,30,33,D
9440,120,P021,36735086,40034896.799831666,8781355.576889724,895797,2024-09-09,2024-02-07,10,35,E
9441,1807,P042,25598323,36248372.0494593,25952286.080549687,994421,2024-03-20,2024-02-14,120,22,E
9442,7928,P021,2295983,1907399.0402668822,28253225.04739968,435143,2024-03-21,2024-12-02,10,12,A
9443,7779,P011,23641834,43983874.35816645,26269967.913252205,742151,2024-06-14,2024-06-09,120,1,
9444,4570,P042,17353796,43924902.25268678,17690671.182373747,729738,2024-05-14,2024-07-02,30,37,E
9445,8702,P047,8920251,42406567.93320748,6940775.687559099,141143,2024-12-24,2024-05-21,30,8,B
9446,6109,P042,1366737,4820390.886218791,15481927.05912617,146542,2024-07-02,2024-09-27,0,38,E
9447,1222,P042,1350268,33479110.080636874,7095064.834671444,637770,2024-01-12,2024-05-28,10,4,E
9448,6095,P033,4675032,39255222.27503448,2183666.250550246,498854,2024-06-13,2024-04-12,10,7,C
9449,6631,P016,30742899,13074169.353545174,39613819.96642994,746722,2024-04-13,2024-02-18,120,29,E
9450,6884,P049,15202407,16094884.588428937,8875392.658439644,82317,2024-08-21,2024-06-25,10,18,B
9451,3631,P042,20830302,3669505.330305855,10249179.681587344,853083,2024-02-03,2024-01-30,30,29,C
9452,4225,P033,38623320,35331292.029082656,8876340.991559897,611404,2024-08-26,2024-02-20,0,24,B
9453,4491,P042,21075330,14849766.165273272,6872109.053177659,617542,2024-07-04,2024-06-11,0,30,D
9454,1482,P042,35038141,7867674.6371018365,43254062.230825424,190188,2024-06-23,2024-07-08,0,39,A
9455,1580,P025,43691652,6344340.578172253,46942572.51429441,903618,2024-12-23,2024-06-22,0,2,A
9456,2173,P047,9044700,7181238.784364848,1188367.4806346658,374221,2024-10-29,2024-06-15,60,47,C
9457,8063,P047,38616254,48791601.63798158,30680742.341312185,547634,2024-10-20,2024-06-05,60,15,C
9458,7386,P049,22469874,45623707.919518344,8578540.13036186,809418,2024-02-28,2024-06-08,30,24,B
9459,4471,P011,35482690,2850494.3520814897,15168029.771760555,499939,2024-06-05,2024-04-03,30,41,B
9460,819,P020,19144122,31051817.062258445,13873445.157507662,906169,2024-08-11,2024-08-07,0,36,A
9461,1814,P020,36075131,34227929.32514797,37687962.34046,733216,2024-09-24,2024-04-08,10,16,B
9462,2013,P002,34986999,24375298.333818767,15989730.72643738,167520,2024-08-24,2024-07-17,30,35,A
9463,265,P021,10460866,46701027.17071085,17468318.187606953,890338,2024-10-01,2024-07-01,120,18,B
9464,3936,P049,46919025,19509192.839500934,28509356.3455908,182676,2024-07-16,2024-04-03,120,9,B
9465,7956,P021,7017796,31028897.910679944,42297351.46736403,93366,2024-08-05,2024-11-30,60,2,C
9466,2452,P024,4415070,14992106.115375627,34300938.09481756,647430,2024-06-25,2024-06-18,120,25,E
9467,6006,P047,30707213,2652497.468870708,30519810.6203576,402900,2024-04-17,2024-01-04,30,17,A
9468,7670,P020,12174218,27248006.527983405,1452108.0641901859,592894,2024-05-23,2024-03-29,0,46,A
9469,8984,P049,46614504,10153103.150241677,37977970.39318582,947018,2024-06-07,2024-12-16,30,45,C
9470,4146,P020,33711484,47926442.76679946,23471813.091465972,281727,2024-09-21,2024-04-26,10,19,C
9471,2626,P011,23405884,20548035.640615422,1893552.7029833887,690030,2024-03-27,2024-06-19,60,6,B
9472,1046,P024,33767601,35205674.18019587,40352465.39483685,898093,2024-06-13,2024-09-27,30,16,
9473,9518,P024,28315927,17899835.61416559,35788240.68112078,599423,2024-09-06,2024-08-06,120,47,B
9474,758,P016,17330287,6816087.959826642,34636928.450777896,335473,2024-05-25,2024-04-09,60,45,A
9475,7877,P042,18138871,22244697.590342186,10069724.44564751,423465,2024-02-09,2024-06-15,60,33,C
9476,843,P002,1422420,15802056.543223789,31373392.62219905,867242,2024-12-28,2024-03-05,0,34,C
9477,9745,P011,1485698,29903182.74860674,8455243.128822513,575538,2024-09-22,2024-07-13,10,15,A
9478,2690,P002,3443032,36402342.086907856,35688412.46236098,571135,2024-02-25,2024-03-27,0,27,D
9479,3892,P033,41933834,31100837.86465158,34708145.967189685,627312,2024-09-27,2024-01-04,120,17,A
9480,2701,P025,45808508,17006487.786309384,25443225.03339062,733241,2024-05-17,2024-05-09,10,16,B
9481,1167,P021,42025596,45487014.28751384,12501988.290295936,746216,2024-11-21,2024-12-30,120,9,D
9482,6735,P016,45526304,3280936.2664425825,4461905.647029372,811670,2024-12-16,2024-04-20,30,8,B
9483,3200,P049,45354652,3477142.4736702023,3859459.943073288,420454,2024-04-04,2024-03-24,10,32,D
9484,3048,P020,21527583,21169742.588253908,45167292.39455886,958731,2024-04-04,2024-02-07,10,27,E
9485,5310,P042,49918173,26078861.850125354,37602797.412906334,335608,2024-08-13,2024-06-27,0,42,A
9486,1758,P047,24603997,16702992.355576748,42038561.016465954,874727,2024-08-17,2024-07-10,0,16,B
9487,7731,,29597220,46476181.45981406,34117749.85358601,874676,2024-06-27,2024-03-23,60,28,B
9488,6449,P042,48965650,16125993.491962552,42424229.668447375,519696,2024-09-27,2024-04-07,60,45,D
9489,9621,P016,40910223,9244550.966162568,42111684.19915585,352143,2024-06-24,2024-05-06,120,20,A
9490,655,P042,5948752,8918900.450825516,34659032.703141496,860226,2024-12-28,2024-03-02,0,18,D
9491,1696,P024,48022302,10957663.4613057,23751294.47392368,948881,2024-08-09,2024-02-02,120,16,E
9492,4533,P033,4263433,46462452.85067568,46200960.81843852,166525,2024-02-28,2024-09-08,0,25,C
9493,6699,P042,47218632,24737735.549181968,7256383.912419565,666032,2024-11-30,2024-06-25,10,41,A
9494,6138,P002,24699562,43365788.8307787,15023768.882732404,875264,2024-08-30,2024-06-18,10,29,B
9495,2774,P024,23956444,30815163.354312357,6114219.773592503,161194,2024-12-21,2024-07-22,60,42,C
9496,1516,P011,39640599,38184979.28383028,19379285.56494464,182601,2024-03-30,2024-01-17,30,31,C
9497,3239,P049,25017493,31175814.026178867,8862281.429303437,140120,2024-10-05,2024-05-28,0,34,E
9498,262,P021,32054827,38051496.954990946,31326263.95192765,633963,2024-01-02,2024-06-20,10,4,C
9499,5615,P002,48306600,22964971.27917785,13160081.557580065,557784,2024-08-07,2024-01-12,10,26,D
9500,8963,P025,21209748,46621279.99743413,24058274.760380417,827630,2024-12-29,2024-05-26,0,34,C
9501,4250,P011,38919675,20043010.580220852,3942806.3340381603,653320,2024-12-09,2024-01-06,120,26,E
9502,6865,P025,43980466,38791123.69335237,48944625.078308575,750154,2024-02-10,2024-10-19,120,12,A
9503,8708,P042,19574115,3288907.053991924,5669280.734465284,220588,2024-05-27,2024-05-05,120,39,D
9504,1965,P047,33605135,16712258.856380064,43768533.2377347,649143,2024-01-08,2024-10-25,10,42,A
9505,621,P049,29583643,39878528.38267015,15533686.05194603,492058,2024-02-26,2024-12-11,30,5,A
9506,7684,P024,47263072,23992379.176436324,8370191.532926633,899459,2024-08-31,2024-07-22,120,23,A
9507,7207,P024,12228055,20266562.45290781,32392902.722151548,932671,2024-10-17,2024-06-13,60,42,D
9508,6787,P011,40805619,21883236.605965495,37260350.87638623,838551,2024-07-26,2024-03-30,0,22,C
9509,4678,P033,31910108,34215388.25189108,39867636.39573015,774807,2024-11-01,2024-06-26,30,5,A
9510,9384,P025,20938699,12861424.740911935,17044314.22574692,245078,2024-04-11,2024-10-06,60,33,B
9511,3247,P011,7964074,8432702.691483986,22503429.318459462,291832,2024-12-26,2024-02-17,120,33,D
9512,7734,P020,1692977,46853741.25095568,36133572.43333687,592790,2024-06-07,2024-12-23,60,10,A
9513,389,P002,4496088,1070132.2040632633,43308000.75589518,522859,2024-09-11,2024-01-27,10,30,C
9514,444,P021,36423987,29489676.290701695,1114989.9197108087,808814,2024-11-18,2024-09-22,30,17,C
9515,7853,P042,30857826,16979601.425657697,9502597.812686754,413950,2024-07-11,2024-05-22,30,45,D
9516,8759,P042,41521051,27035355.602000374,3183921.1562536894,605422,2024-11-16,2024-06-21,120,3,B
9517,1254,P049,42397196,31945476.30215843,11038713.43286114,728762,2024-11-13,2024-12-25,120,15,
9518,3919,P016,11242125,16050964.338837974,19488068.663256995,165811,2024-11-04,2024-03-17,0,15,A
9519,7998,P025,14624484,34835243.667367764,8065239.177230864,632833,2024-04-06,2024-08-12,0,27,C
9520,8540,P024,48632678,47008672.214874215,9964039.13923936,685766,2024-12-30,2024-05-25,10,31,C
9521,3053,P033,8852070,45899306.049556956,25079891.294646382,643368,2024-10-20,2024-02-04,60,1,A
9522,1665,P042,4694514,7033860.2028100565,40515849.35870615,619972,2024-02-22,2024-11-16,120,26,A
9523,703,P049,32199861,3502958.2814637977,46391469.55592371,921835,2024-12-01,2024-04-23,120,44,C
9524,4562,P025,18328891,39678331.08237372,34211367.596670076,176590,2024-12-09,2024-03-12,10,10,C
9525,2922,P020,11677275,5671084.083799006,28121005.435876623,574915,2024-11-06,2024-11-30,10,22,B
9526,1197,P047,19612139,15697739.527629942,15141869.321926976,932449,2024-09-25,2024-04-25,30,7,E
9527,3696,P042,9575789,22200308.945838604,47456252.66344716,567990,2024-12-10,2024-08-04,30,20,B
9528,4456,P025,13281924,38848699.67849533,22872370.31891535,744182,2024-02-02,2024-02-21,60,26,
9529,1150,P033,5873541,3694365.2720551314,36444216.78505375,182250,2024-03-17,2024-04-10,120,8,C
9530,5321,P016,40901177,1864786.978655924,22883663.493220173,513601,2024-05-10,2024-03-31,120,19,C
9531,7899,P020,41424459,22877282.31465505,40779295.146356724,537080,2024-09-23,2024-02-13,0,6,E
9532,3837,P025,15191894,48573186.947045445,47021123.03820756,384786,2024-11-14,2024-07-07,0,39,C
9533,5420,P002,26305741,7502966.400983546,7517955.048435459,394697,2024-12-11,2024-03-10,120,38,C
9534,4966,,20323519,1888048.6284228975,48619011.94619453,73076,2024-02-05,2024-10-14,120,17,A
9535,466,P049,48698322,18639417.660471987,12880939.207131933,671247,2024-12-07,2024-05-09,30,47,A
9536,7380,P024,24410608,40610713.8242432,34714553.83668113,362024,2024-10-17,2024-10-09,10,8,A
9537,487,P049,15164339,41654781.88084442,43849660.91405759,544004,2024-08-10,2024-07-09,0,11,C
9538,1746,P042,17072378,5665121.3280675635,11956590.771850368,988809,2024-10-30,2024-02-15,60,5,A
9539,8617,P025,34243742,15583344.46785796,21619988.07065037,743437,2024-04-29,2024-12-25,60,14,B
9540,8517,P021,46804794,25495958.037481677,33152374.143001784,296663,2024-03-11,2024-11-07,60,33,C
9541,8864,P024,11852912,38433267.50422121,18595892.512605663,359036,2024-01-23,2024-07-31,120,5,E
9542,7386,P011,8067194,31291690.845217258,35996836.09306486,897449,2024-02-04,2024-04-11,120,7,C
9543,1455,P024,11512603,4847258.268732365,35379531.70638359,340156,2024-11-07,2024-01-04,0,1,A
9544,6057,P047,32236561,14329275.70591011,22244500.289176263,542453,2024-12-29,2024-02-02,0,27,D
9545,5399,P025,33619834,30398438.575333476,46559567.357500605,694075,2024-09-10,2024-09-04,30,11,A
9546,7632,P020,41709747,2143979.5058399094,40763435.74870505,234187,2024-11-09,2024-03-08,10,4,E
9547,5500,P024,41083770,45068296.02240224,3850629.0030528563,832697,2024-10-13,2024-06-25,0,44,A
9548,6331,P033,17236576,38465262.23194301,16309126.958616754,933287,2024-04-30,2024-09-21,10,23,D
9549,7399,P002,10904571,6262714.25015832,16860377.332806166,413586,2024-11-02,2024-01-10,120,20,E
9550,2006,P047,6529057,22352414.000542264,12559492.66402163,375252,2024-04-01,2024-06-03,0,47,D
9551,9377,P021,41197641,15411951.903302638,19785785.30319522,595211,2024-01-07,2024-03-30,0,35,A
9552,9984,P011,14416243,35704319.78383289,18809639.663846076,593952,2024-04-23,2024-03-16,30,47,C
9553,2683,P024,27323320,23844049.699385323,11767772.528979741,962017,2024-12-25,2024-07-20,30,16,E
9554,6841,P042,30581204,10886319.596059661,36753468.63385768,512338,2024-09-02,2024-11-14,60,26,
9555,7385,P011,26913480,49610895.311761394,35977217.28289011,259748,2024-07-01,2024-07-16,60,13,A
9556,2245,P033,3920133,39257754.73644707,36762747.35017689,749784,2024-05-10,2024-10-05,120,47,
9557,3774,P024,28205745,13359019.299841247,47042501.24058439,319936,2024-03-18,2024-09-04,120,45,B
9558,2805,P002,38740043,49715640.732454255,22331566.308372676,814621,2024-04-05,2024-02-19,60,42,D
9559,7533,P002,34938006,15470150.119014226,48489252.38721233,942796,2024-12-25,2024-06-13,10,14,B
9560,7598,P011,29032103,27354847.107533958,32217062.2733223,905643,2024-01-17,2024-01-19,30,5,B
9561,6289,P016,38053305,31373988.075730193,37094276.750641555,905143,2024-12-27,2024-07-15,60,41,A
9562,3188,P033,43046793,49933347.79703623,17408466.56090688,647806,2024-09-11,2024-11-22,60,31,C
9563,1405,P020,4679102,7829204.084776875,1972160.4262178447,953634,2024-10-18,2024-08-18,60,29,D
9564,6242,P002,33257807,37700287.86993483,49867546.342410885,963821,2024-06-15,2024-12-27,0,10,C
9565,9622,P033,1832106,48223708.86715631,46505502.50880136,357094,2024-01-08,2024-04-21,30,17,
9566,8185,P049,27544049,46200269.71804356,21710358.82796142,746493,2024-07-31,2024-08-19,0,38,B
9567,1002,P024,14079665,38850056.5601653,2521952.3385006166,75510,2024-12-15,2024-02-01,60,34,C
9568,9065,P025,17326094,21668699.600341894,31835980.39054097,669645,2024-06-07,2024-11-24,10,1,D
9569,7309,P011,38321189,40681647.407578,30734068.457965087,437235,2024-10-18,2024-09-06,10,31,E
9570,1876,P033,37905333,49860931.24822783,27836705.675529882,705609,2024-07-24,2024-10-07,120,33,B
9571,1137,P024,36054810,38296594.41112647,17133513.03799913,476230,2024-01-12,2024-07-22,30,36,B
9572,9618,P047,40822700,16249886.669980155,16428511.492310999,399441,2024-05-02,2024-07-02,30,12,E
9573,1873,P033,23732738,3747348.3110316917,12206045.162258696,860503,2024-08-20,2024-08-28,60,16,C
9574,2586,P021,30673504,32952818.757355157,4018722.6091242866,907239,2024-08-05,2024-05-16,120,21,E
9575,2788,P042,22567747,32174649.667060543,14161194.604671316,951846,2024-03-06,2024-11-24,120,32,
9576,8435,P033,41907843,12848090.603799831,48174070.09151664,632282,2024-10-18,2024-03-28,60,43,A
9577,6209,P016,35454590,35226132.06114445,6802748.3629460605,479466,2024-09-04,2024-04-01,60,23,D
9578,5762,P011,10987829,22966309.190258887,1617273.1637022104,936718,2024-12-01,2024-02-26,60,20,A
9579,2136,P016,45633146,43033716.18590522,32897048.645626098,154638,2024-03-20,2024-07-30,0,31,B
9580,9069,P024,4698584,14666819.332219057,34375826.64048816,533754,2024-11-16,2024-12-20,120,26,C
9581,9324,P021,27995229,44095051.2107476,28575463.25249218,507370,2024-02-22,2024-12-17,10,21,E
9582,2997,P049,11716249,8880816.837372027,44064038.50966844,442915,2024-11-28,2024-11-29,120,38,C
9583,121,P025,45349019,18725726.22160864,5668269.103490049,805126,2024-07-17,2024-06-28,0,19,E
9584,348,P020,32269818,32255225.546486873,8518259.256951917,292641,2024-08-25,2024-12-29,60,39,A
9585,6050,P011,20567001,22997974.607673243,24484320.55946063,950394,2024-08-21,2024-07-09,60,40,E
9586,2847,P016,40633041,19087264.959260613,32778594.3489553,132708,2024-05-14,2024-10-10,60,23,C
9587,2176,P016,42522738,42608370.1449795,13271787.762343215,216376,2024-05-04,2024-06-27,30,43,D
9588,1402,P025,11367303,41138574.955122665,38213705.35433431,598246,2024-02-05,2024-04-23,120,17,B
9589,5073,P047,7397836,15996589.635628931,42240191.12742115,646501,2024-06-16,2024-06-22,10,36,A
9590,5904,P047,48192545,20695644.371023178,27394836.82747574,500651,2024-02-29,2024-01-30,120,47,D
9591,6783,P021,4190653,10901850.99526636,31611704.985870056,926844,2024-10-06,2024-08-01,30,7,C
9592,2172,P047,40782216,5880928.22790346,37790740.95887779,659657,2024-06-10,2024-11-30,0,38,D
9593,3060,P020,5391463,26519953.474815432,20639472.89744327,753559,2024-08-21,2024-05-07,60,32,A
9594,848,P016,36662510,39227721.052546486,33194416.297714837,209877,2024-09-20,2024-12-30,0,33,B
9595,6651,P020,4750268,36723897.68068924,18626181.62584902,600074,2024-04-11,2024-08-26,120,20,B
9596,4059,P047,46323182,26269351.37623189,4315724.355311586,281420,2024-01-06,2024-12-18,120,25,B
9597,2086,P021,45652627,16265643.06190379,49089575.00807289,949066,2024-08-28,2024-08-06,10,5,C
9598,9898,P021,4996819,11510750.451702373,17880747.82816539,154602,2024-10-26,2024-01-11,30,35,C
9599,1066,P033,36562500,3512316.236503478,30845871.252175026,183540,2024-07-25,2024-05-15,10,30,
9600,4928,P024,31383073,19750710.416504197,15127626.833958939,665197,2024-11-20,2024-02-23,0,45,D
9601,173,P021,49977020,1840840.9236357831,32832061.297328513,261683,2024-05-07,2024-04-14,60,23,B
9602,877,P016,10409509,1760106.0656132945,43253831.452064104,911379,2024-04-26,2024-01-01,10,31,B
9603,1578,P042,26710415,39553484.58834827,17484123.654924747,651313,2024-07-06,2024-03-02,30,31,C
9604,2004,P047,15305905,13934729.024499847,18762964.366529685,338768,2024-07-08,2024-06-04,30,42,D
9605,7702,P025,45297679,21423860.758814387,39636826.66496566,279925,2024-01-23,2024-04-11,10,45,B
9606,5813,P042,39032133,37665652.53908434,34042407.48234348,371892,2024-11-28,2024-04-21,120,29,B
9607,2430,P042,42935213,29029644.000612296,37888514.561692946,954402,2024-12-23,2024-07-08,120,13,E
9608,1949,P047,29126228,13350959.742690146,4247808.569527681,407133,2024-06-04,2024-10-22,0,9,E
9609,3460,P002,40344640,5235966.305458591,39573136.559426494,547902,2024-07-25,2024-10-14,10,46,C
9610,6080,P033,46918353,44236464.40019023,18732828.320094842,749334,2024-10-04,2024-12-26,10,11,D
9611,7389,P002,39797512,22675068.6596383,12739364.134225931,937323,2024-01-01,2024-01-06,60,22,B
9612,9563,P020,27757219,32896197.19648304,7433138.693946078,420158,2024-02-16,2024-12-26,60,22,B
9613,8548,P047,37868512,6055320.592403066,26171818.973430898,531709,2024-03-19,2024-06-25,60,29,B
9614,7886,P024,43680309,28604848.366290808,46965580.33853431,392590,2024-12-02,2024-08-09,0,35,
9615,4567,P020,44766783,44413253.25084374,27012390.318885844,909523,2024-04-16,2024-07-21,60,7,E
9616,2775,P042,11061201,36989644.51565517,4001959.0558700087,281104,2024-11-03,2024-04-10,60,43,E
9617,5391,P047,41059174,24331635.8312112,44381555.24924002,872100,2024-04-14,2024-06-24,0,16,B
9618,3330,P020,26377075,17851710.046438567,37758074.92654916,787774,2024-01-29,2024-08-24,60,44,
9619,4632,P021,26405458,21681611.68520896,36455947.373894215,492935,2024-03-04,2024-06-13,120,29,D
9620,1490,P024,30283362,48045320.97868331,48332972.55970946,239113,2024-01-05,2024-11-25,30,2,A
9621,1806,P049,32466034,40832471.92082062,14873461.954527907,163441,2024-10-04,2024-02-12,10,45,D
9622,7282,P002,27389834,3412321.1038551545,19514623.218505647,218907,2024-01-14,2024-11-08,120,43,E
9623,7428,,12794691,33005312.688142776,44521190.17319713,784699,2024-12-26,2024-01-16,120,47,C
9624,9759,P021,39336193,16656162.247605322,38043081.490262516,876729,2024-09-11,2024-05-27,30,32,B
9625,430,P011,43473147,38192727.1742674,33244477.822378814,617493,2024-09-21,2024-05-09,30,20,A
9626,6820,P042,19867766,23469184.734612983,7028530.997889704,690943,2024-09-28,2024-06-14,30,3,C
9627,384,P042,48327834,9378021.222327396,32404206.569252245,606677,2024-07-21,2024-09-20,120,14,A
9628,9771,,36583707,2525503.7608512137,46627304.12507071,260314,2024-01-21,2024-08-09,10,18,D
9629,9583,P016,3024723,39163086.78945901,21696994.055442408,691108,2024-02-03,2024-06-24,10,17,D
9630,1451,,10107465,17772134.600983415,21779658.868523173,591085,2024-05-13,2024-12-22,60,9,E
9631,3974,P011,1582702,30292499.86322544,42946529.33082335,642501,2024-10-21,2024-07-07,120,5,A
9632,9515,P002,44035257,35357552.160712436,39582915.06313272,180581,2024-02-21,2024-06-05,60,25,A
9633,7441,P025,8740058,13089908.78702712,12361965.229186278,788215,2024-07-16,2024-07-24,60,36,E
9634,3671,,31267260,1318437.9225061426,13026677.288988298,135727,2024-08-25,2024-09-14,120,1,B
9635,502,P016,24090355,37026694.393173,3259657.231877734,394813,2024-01-17,2024-06-20,60,38,B
9636,4191,P049,5373288,7222549.743010887,15440165.31512179,724234,2024-08-26,2024-10-04,10,44,A
9637,592,P020,11168539,11808037.114788897,15343076.904975045,644692,2024-09-14,2024-05-11,120,12,C
9638,9318,P016,29757568,40346233.10618633,4413277.952221643,365954,2024-11-16,2024-08-08,30,15,E
9639,691,P024,40972394,21474518.934368007,26835393.450786572,387238,2024-05-05,2024-08-17,10,19,B
9640,1499,P020,21486922,36612095.896165594,12128159.17565095,984522,2024-05-18,2024-05-04,30,23,D
9641,4919,P021,6287073,18221282.14701398,4532873.649507567,635490,2024-03-28,2024-02-27,30,6,B
9642,558,P025,5979143,13703636.313570093,26476184.167822033,303874,2024-10-29,2024-12-28,120,20,B
9643,7624,P049,27359910,33629645.55605008,45931991.2866184,127970,2024-07-03,2024-09-12,10,37,E
9644,4185,P020,18316094,32908734.028844118,3378318.018234417,691863,2024-09-18,2024-05-30,60,7,D
9645,8452,,15851685,47983971.589031756,2864662.5734595945,579150,2024-10-12,2024-05-21,10,35,E
9646,9072,P024,23432197,31708623.022538323,21423036.865043666,247512,2024-12-15,2024-02-16,30,18,A
9647,5037,P024,41020364,2564309.281950894,42412951.65281679,646911,2024-08-23,2024-10-17,10,8,C
9648,8546,P002,27078026,44053515.13168201,33265285.68249144,875991,2024-05-20,2024-08-16,120,18,E
9649,6848,P002,23558519,33799882.343082495,18655618.36539564,735312,2024-04-24,2024-07-09,0,1,B
9650,1081,P047,15816297,33279741.303418953,33831588.393016174,569910,2024-07-11,2024-06-09,120,41,D
9651,4426,P024,17668865,49249107.94402919,1814234.3213009832,130396,2024-06-07,2024-06-15,120,24,C
9652,2498,P047,16985147,48182262.39704953,27873212.23411056,992530,2024-05-13,2024-05-28,30,47,A
9653,7639,P049,6860878,11421280.200585177,45473582.664815746,796284,2024-11-01,2024-06-12,60,3,D
9654,2709,P002,16691693,31035308.219005343,28155812.920474634,854116,2024-01-18,2024-06-24,120,31,D
9655,1508,P002,30855189,47962613.27854831,14078814.179512221,361652,2024-10-16,2024-06-06,30,34,D
9656,4961,P021,20419725,46707152.130699344,31019512.136666697,832566,2024-05-20,2024-09-15,120,10,E
9657,5526,P002,11930114,9993426.626541348,18748952.015713874,349866,2024-02-10,2024-01-06,30,29,A
9658,4855,P049,22827379,1830337.273232162,11803352.623719133,659267,2024-09-13,2024-07-25,120,29,
9659,8789,P047,16062623,3925467.7376744132,32706734.707707845,865813,2024-08-24,2024-12-13,10,14,A
9660,5184,P025,15182918,42689550.200261645,22996321.983724296,182338,2024-09-13,2024-04-14,120,30,B
9661,2263,P002,34807713,38417298.65259454,26082735.041531395,243124,2024-05-24,2024-05-06,120,28,A
9662,7753,,22181853,40353048.0621732,33204076.03159168,169956,2024-09-24,2024-06-29,60,35,A
9663,7191,P025,18053607,10003674.690064302,6004072.077993489,724128,2024-05-16,2024-09-23,10,7,D
9664,653,P020,31268665,37872846.417762585,17934968.625128776,546605,2024-09-06,2024-08-12,10,33,A
9665,7373,P016,24734492,25163898.68610531,12307509.40125634,519434,2024-03-14,2024-02-13,10,19,C
9666,7907,P016,6992169,20673646.334858898,35504173.03794527,99523,2024-10-19,2024-05-30,10,31,C
9667,9184,P033,8673329,25876520.660196822,27671407.033626,223270,2024-02-03,2024-03-18,60,12,D
9668,6034,P011,41555975,48981941.1727989,30338081.123145767,166384,2024-05-26,2024-04-11,120,27,A
9669,4346,P021,20309846,2271982.050657993,3699706.2556860405,507348,2024-11-25,2024-08-02,0,27,B
9670,7422,P002,20563337,15751584.286515221,30586493.04869616,372512,2024-10-06,2024-01-07,30,20,A
9671,9218,P020,19924034,31706567.067693792,3983918.5638979306,706412,2024-05-08,2024-04-02,30,1,C
9672,3557,P047,38492990,31387767.748386715,17613768.12459018,771443,2024-03-27,2024-06-05,60,6,A
9673,7670,P002,29774757,48951452.44942765,9113956.079847481,106087,2024-07-05,2024-01-11,0,7,B
9674,5818,P025,6712407,3494298.8242800552,38613642.86323223,721515,2024-10-16,2024-02-15,10,4,A
9675,7341,P047,4733106,22759229.786255714,39919205.528032795,920252,2024-04-18,2024-03-22,60,31,A
9676,7744,P025,24638827,34751508.20762435,32717804.50957879,976798,2024-10-05,2024-09-24,120,47,E
9677,4765,,5606646,40847908.22000705,28177791.008701432,403933,2024-06-20,2024-07-24,30,12,D
9678,9861,P016,13462948,15576293.258794911,42430490.91444168,927171,2024-01-21,2024-03-04,10,40,A
9679,7202,P002,23472386,19426643.29964587,37278404.36937437,280108,2024-01-19,2024-01-04,10,24,E
9680,2462,P033,29089438,38781749.64301308,37469489.414644465,181831,2024-01-03,2024-09-10,0,28,A
9681,2502,P025,45858987,11658887.119462812,9496034.818140928,872316,2024-11-16,2024-02-23,0,12,D
9682,8965,P020,30335103,5004363.627827382,31762471.49372288,698915,2024-08-20,2024-02-01,10,41,A
9683,3203,P025,25213370,11142329.26262462,11739980.716220327,113112,2024-04-22,2024-12-02,60,30,C
9684,50,P011,23371466,43650554.971310675,3021308.0655155536,556529,2024-01-23,2024-07-02,30,40,B
9685,4725,P049,34712205,18091834.860999778,20212362.293861087,982207,2024-01-08,2024-08-29,30,40,E
9686,907,P042,1675299,9822639.540002245,12853589.38700787,713197,2024-04-04,2024-05-28,0,11,D
9687,5998,P024,39148152,16757052.721352352,22050242.151409004,391291,2024-09-11,2024-09-19,120,37,B
9688,1788,P047,18388130,43152361.79338128,19573219.502582997,697631,2024-07-10,2024-03-06,30,5,A
9689,9435,P016,47647101,31849764.414369185,25920677.740075324,555882,2024-09-24,2024-07-18,0,31,A
9690,8993,P033,25685966,17449559.88823607,30635351.60844221,626629,2024-01-29,2024-10-04,120,22,D
